학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000002104,서울충무초등학교,초등학교,1956-03-24,공립,본교,운영,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13 (장충동2가. 충무초등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.5618487,127.0018595,2023-03-22
B000002041,서울녹천초등학교,초등학교,1995-10-04,공립,본교,운영,서울특별시 노원구 월계동 322-2,서울특별시 노원구 마들로3길 34 . 서울녹천초등학교 (월계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.62864668,127.0634191,2023-03-22
B000025375,서울위례별초등학교,초등학교,2016-05-04,공립,본교,운영,서울특별시 송파구 장지동 886,서울특별시 송파구 위례광장로 243 장지동. 서울위례별초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.47881416,127.1450416,2023-03-22
B000001879,서울중흥초등학교,초등학교,1999-10-02,공립,본교,운영,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82 . 서울중흥초등학교 (중화동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.6015751,127.0842006,2023-03-22
B000002406,서울장곡초등학교,초등학교,1978-03-21,공립,본교,운영,서울특별시 성북구 장위동 235,서울특별시 성북구 장월로23길 16 (장위동.서울장곡초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61664678,127.0482202,2023-03-22
B000001980,서울문백초등학교,초등학교,1981-09-18,공립,본교,운영,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1 (시흥동. 문백초등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.44709025,126.8992804,2023-03-22
B000002297,서울도성초등학교,초등학교,1981-09-30,공립,본교,운영,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313 (역삼동.도성초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.500908,127.0491834,2023-03-22
B000001881,서울은빛초등학교,초등학교,2011-05-09,공립,본교,운영,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17 (진관동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.64249339,126.9191401,2023-03-22
B000002405,서울장위초등학교,초등학교,1949-11-01,공립,본교,운영,서울특별시 성북구 장위동 68-8,서울특별시 성북구 장월로8가길 41 (장위동.서울장위초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61212683,127.0498993,2023-03-22
B000002164,서울강일초등학교,초등학교,1994-03-01,공립,본교,운영,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24 . 서울강일초등학교 (강일동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.56501397,127.1772858,2023-03-22
B000002379,서울양남초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 692,서울특별시 광진구 뚝섬로64길 71 . (자양동. 서울양남초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53107315,127.0896606,2023-03-22
B000002322,서울문창초등학교,초등학교,1946-04-06,공립,본교,운영,서울특별시 동작구 신대방동 640,서울특별시 동작구 신대방2길 14 (신대방동.서울문창초등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48879881,126.9136647,2023-03-22
B000002063,서울노일초등학교,초등학교,1994-11-10,공립,본교,운영,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625 (상계동.노일초등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.67323923,127.0547828,2023-03-22
B000002350,서울경수초등학교,초등학교,1981-04-29,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22 (성수동2가.경수초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54035344,127.0583318,2023-03-22
B000002167,서울명덕초등학교,초등학교,1985-05-03,공립,본교,운영,서울특별시 강동구 고덕동 487-15,서울특별시 강동구 양재대로156길 11 . 서울명덕초등학교 (고덕동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.55689629,127.1460078,2023-03-22
B000002316,서울대림초등학교,초등학교,1974-03-01,공립,본교,운영,서울특별시 동작구 대방동 391-62,서울특별시 동작구 대방동1길 22 (대방동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.5006148,126.925733,2023-03-22
B000001949,서울상지초등학교,초등학교,2007-06-05,공립,본교,운영,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30 . 서울상지초등학교 (상암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57960197,126.8821351,2023-03-22
B000002280,서울양전초등학교,초등학교,1989-05-06,공립,본교,운영,서울특별시 강남구 개포동 183,서울특별시 강남구 개포로 513 . 서울양전초등학교 (개포동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49047397,127.0700626,2023-03-22
B000002349,서울경동초등학교,초등학교,1913-10-01,공립,본교,운영,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34 (성수동1가.경동초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54304168,127.0504709,2023-03-22
B000002168,서울신명초등학교,초등학교,1982-05-04,공립,본교,운영,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 33 . 서울신명초등학교 (길동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.54103994,127.1495915,2023-03-22
B000002378,서울성자초등학교,초등학교,1983-12-01,공립,본교,운영,서울특별시 광진구 자양동 662,서울특별시 광진구 뚝섬로56길 7 . 서울성자초등학교 (자양동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53117606,127.083145,2023-03-22
B000002081,상명초등학교,초등학교,1964-02-06,사립,본교,운영,서울특별시 노원구 중계동 515-1,서울특별시 노원구 덕릉로 541 . 상명초등학교 (중계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.64839699,127.0675498,2023-03-22
B000002155,서울토성초등학교,초등학교,1984-04-21,공립,본교,운영,서울특별시 송파구 풍납동 251,서울특별시 송파구 풍성로20길 44 . 서울토성초등학교 (풍납동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.53164751,127.1151401,2023-03-22
B000002007,서울신대림초등학교,초등학교,1995-03-01,공립,본교,운영,서울특별시 영등포구 대림동 970-1,서울특별시 영등포구 대림로8길 25 (대림동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49192403,126.9058543,2023-03-22
B000002084,서울매동초등학교,초등학교,1895-11-15,공립,본교,운영,서울특별시 종로구 필운동 32,서울특별시 종로구 사직로9길 19 . 서울매동초등학교 (필운동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.57731605,126.9667696,2023-03-22
B000001978,서울영남초등학교,초등학교,1956-05-17,공립,본교,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15 (독산동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.47568056,126.9094339,2023-03-22
B000002369,서울광장초등학교,초등학교,1946-11-10,공립,본교,운영,서울특별시 광진구 광장동 389-1,서울특별시 광진구 광장로1길 27 . 서울광장초등학교 (광장동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54832225,127.1013357,2023-03-22
B000001903,서울연은초등학교,초등학교,1983-09-26,공립,본교,운영,서울특별시 은평구 응암동 759-3,서울특별시 은평구 백련산로2길 35 . 서울연은초등학교 (응암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.59040776,126.9251778,2023-03-22
B000002218,서울신정초등학교,초등학교,1949-10-01,공립,본교,운영,서울특별시 강서구 화곡동 869-42,서울특별시 강서구 곰달래로31가길 27 (화곡동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53274382,126.852547,2023-03-22
B000002252,서울우면초등학교,초등학교,2012-03-01,공립,본교,운영,서울특별시 서초구 우면동 690,서울특별시 서초구 태봉로 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.46434739,127.0237894,2023-03-22
B000002085,서울재동초등학교,초등학교,1895-08-10,공립,본교,운영,서울특별시 종로구 가회동 210,서울특별시 종로구 북촌로4길 7 . 서울재동초등학교 (가회동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.57992482,126.9855602,2023-03-22
B000001960,서울매봉초등학교,초등학교,1985-10-28,공립,본교,운영,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55 . 서울매봉초등학교 (개봉동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.50450266,126.8444876,2023-03-22
B000002249,서울등원초등학교,초등학교,1993-10-26,공립,본교,운영,서울특별시 강서구 등촌동 704-1,서울특별시 강서구 화곡로65길 90 . 서울등원초등학교 (등촌동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56050463,126.8498341,2023-03-22
B000001869,서울중랑초등학교,초등학교,1972-05-08,공립,본교,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26 (면목동.중랑초등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.5891883,127.0757847,2023-03-22
B000002195,서울신기초등학교,초등학교,2000-09-01,공립,본교,운영,서울특별시 양천구 신정동 1274,서울특별시 양천구 신정로 292 (신정동.서울신기초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.5113683,126.8543083,2023-03-22
B000002307,서울노량진초등학교,초등학교,1948-10-10,공립,본교,운영,서울특별시 동작구 노량진동 237,서울특별시 동작구 장승배기로 160 (노량진동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.51115855,126.9410107,2023-03-22
B000002091,서울세검정초등학교,초등학교,1948-11-24,공립,본교,운영,서울특별시 종로구 신영동 219-4,서울특별시 종로구 세검정로9길 1 (신영동.서울세검정초등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.60317127,126.9609387,2023-03-22
B000002404,서울성북초등학교,초등학교,1942-03-03,공립,본교,운영,서울특별시 성북구 성북동 66-1,서울특별시 성북구 성북로 102-10 (성북동.서울성북초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59391791,126.99827,2023-03-22
B000001892,서울대조초등학교,초등학교,1967-11-24,공립,본교,운영,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17 (대조동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61287676,126.9195884,2023-03-22
B000002184,서울선사초등학교,초등학교,2001-09-01,공립,본교,운영,서울특별시 강동구 암사동 186-1,서울특별시 강동구 올림픽로 837 . 서울선사초등학교 (암사동. 서울선사초등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.55601842,127.1287926,2023-03-22
B000002386,세종초등학교,초등학교,1962-10-04,사립,본교,운영,서울특별시 광진구 군자동 98,서울특별시 광진구 군자로 114 (군자동. 세종초등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.55288743,127.0733106,2023-03-22
